student_id,state,category,gender,quota,12th_percentage,entrance_score,effective_score,extracurriculars,preferences_count,assigned_college,admission_chance
S0655,Tamil Nadu,GEN,Female,None,68.42,198,198,3,10,State Tech University,0.586
S0656,Gujarat,OBC,Male,None,89.62,220,220,1,3,NIT Example,0.616
S0657,Haryana,GEN,Female,None,89.16,236,236,2,5,NIT Example,0.689
S0658,Haryana,SC,Female,None,66.81,156,156,2,9,Regional Engineering College,0.465
S0659,Rajasthan,GEN,Female,None,81.42,242,242,1,3,NIT Example,0.716
S0660,Uttar Pradesh,SC,Female,NRI,49.96,115,75,0,6,Community College,0.45
S0661,Maharashtra,OBC,Female,None,84.95,220,220,0,8,NIT Example,0.616
S0662,Delhi,GEN,Male,None,63.76,149,149,2,5,Local Government College,0.564
S0663,Karnataka,SC,Male,None,94.09,239,239,1,8,NIT Example,0.703
S0664,Rajasthan,ST,Other,None,98.27,220,220,4,10,NIT Example,0.616
S0665,Gujarat,SC,Male,TFW,76.7,146,146,4,9,Regional Engineering College,0.42
S0666,Maharashtra,GEN,Female,None,75.68,183,183,2,3,State Tech University,0.518
S0667,Tamil Nadu,GEN,Female,None,74.45,182,182,1,9,State Tech University,0.514
S0668,Delhi,SC,Female,None,68.16,185,185,2,3,State Tech University,0.527
S0669,Karnataka,OBC,Male,None,89.65,220,220,2,9,NIT Example,0.616
S0670,Haryana,GEN,Female,None,66.23,191,191,4,5,State Tech University,0.555
S0671,Uttar Pradesh,OBC,Female,None,93.41,246,246,1,4,NIT Example,0.735
S0672,Delhi,OBC,Female,None,81.06,215,215,2,4,NIT Example,0.594
S0673,Karnataka,GEN,Female,None,85.43,210,210,4,6,State Tech University,0.641
S0674,Delhi,SC,Female,None,86.9,251,251,3,9,IIT Example,0.727
S0675,Delhi,GEN,Female,TFW,73.7,171,171,1,10,Regional Engineering College,0.534
S0676,Gujarat,GEN,Male,None,69.38,151,151,1,4,Regional Engineering College,0.443
S0677,Haryana,GEN,Male,None,61.86,168,168,3,4,Regional Engineering College,0.52
S0678,Delhi,OBC,Male,Defence,99.0,248,258,6,7,IIT Example,0.759
S0679,Haryana,GEN,Female,NRI,63.61,209,169,4,7,Regional Engineering College,0.525
S0680,Gujarat,SC,Male,None,61.75,183,183,1,4,State Tech University,0.518
S0681,Maharashtra,GEN,Male,None,64.97,121,121,1,8,Local Government College,0.436
S0682,Gujarat,ST,Female,None,77.75,244,244,2,4,IIT Example,0.695
S0683,Gujarat,SC,Male,None,58.58,201,201,1,10,NIT Example,0.53
S0684,Delhi,SC,Female,None,85.94,226,226,4,9,NIT Example,0.644
S0685,Tamil Nadu,GEN,Female,None,97.91,274,274,2,5,IIT Example,0.832
S0686,Karnataka,GEN,Female,None,73.53,193,193,2,10,State Tech University,0.564
S0687,Tamil Nadu,OBC,Female,None,76.79,182,182,1,5,State Tech University,0.514
S0688,Haryana,ST,Male,None,80.08,260,260,0,3,IIT Example,0.768
S0689,Karnataka,GEN,Male,None,78.09,171,171,4,6,Regional Engineering College,0.534
S0690,Gujarat,OBC,Female,None,74.21,204,204,1,9,State Tech University,0.614
S0691,Uttar Pradesh,OBC,Female,None,76.55,191,191,1,5,State Tech University,0.555
S0692,Maharashtra,GEN,Female,None,58.0,167,167,4,10,Regional Engineering College,0.515
S0693,Haryana,SC,Male,None,59.55,119,119,2,6,Local Government College,0.427
S0694,Gujarat,EWS,Male,None,74.18,171,171,2,9,Regional Engineering College,0.534
S0695,Rajasthan,SC,Male,None,89.4,220,220,3,10,NIT Example,0.616
S0696,Karnataka,SC,Male,None,77.29,212,212,1,10,NIT Example,0.58
S0697,Maharashtra,GEN,Male,None,45.14,100,100,1,3,Community College,0.491
S0698,Karnataka,SC,Female,None,75.71,208,208,1,6,NIT Example,0.562
S0699,Haryana,EWS,Male,None,63.45,159,159,3,6,Regional Engineering College,0.479
S0700,Haryana,GEN,Female,None,83.58,166,166,4,8,Regional Engineering College,0.511
S0701,Haryana,GEN,Female,None,69.42,173,173,2,8,Regional Engineering College,0.543
S0702,Gujarat,SC,Female,None,68.33,182,182,1,8,State Tech University,0.514
S0703,Karnataka,GEN,Male,None,78.81,196,196,0,9,State Tech University,0.577
S0704,Karnataka,GEN,Male,None,60.6,150,150,2,9,Regional Engineering College,0.438
S0705,Uttar Pradesh,OBC,Female,None,96.06,250,250,5,4,IIT Example,0.723
S0706,Rajasthan,GEN,Female,None,59.77,197,197,3,4,State Tech University,0.582
S0707,Haryana,OBC,Female,None,84.3,233,233,1,10,NIT Example,0.675
S0708,Maharashtra,OBC,Male,TFW,89.41,235,235,3,10,NIT Example,0.685
S0709,Tamil Nadu,OBC,Male,None,74.32,223,223,2,4,NIT Example,0.63
S0710,Rajasthan,OBC,Female,None,72.29,185,185,1,9,State Tech University,0.527
S0711,Rajasthan,EWS,Female,None,93.09,224,224,4,7,NIT Example,0.635
S0712,Rajasthan,EWS,Female,None,66.52,194,194,1,5,State Tech University,0.568
S0713,Tamil Nadu,GEN,Female,None,94.79,273,273,1,7,IIT Example,0.827
S0714,Gujarat,OBC,Female,None,59.48,168,168,2,6,Regional Engineering College,0.52
S0715,Uttar Pradesh,OBC,Male,None,71.07,176,176,3,5,State Tech University,0.486
S0716,Tamil Nadu,OBC,Female,None,64.91,163,163,0,4,Regional Engineering College,0.497
S0717,Gujarat,OBC,Female,TFW,87.58,269,269,1,9,IIT Example,0.809
S0718,Delhi,ST,Male,None,80.89,201,201,2,4,NIT Example,0.53
S0719,Maharashtra,GEN,Male,None,76.0,184,184,1,7,State Tech University,0.523
S0720,Tamil Nadu,EWS,Female,None,72.81,190,190,2,3,State Tech University,0.55
S0721,Delhi,GEN,Female,None,54.23,178,178,3,10,Regional Engineering College,0.565
S0722,Karnataka,OBC,Female,None,80.68,203,203,2,6,State Tech University,0.609
S0723,Rajasthan,GEN,Female,None,89.52,226,226,2,7,NIT Example,0.644
S0724,Maharashtra,ST,Male,TFW,73.67,169,169,2,8,State Tech University,0.455
S0725,Maharashtra,GEN,Male,None,83.13,196,196,0,10,State Tech University,0.577
S0726,Uttar Pradesh,ST,Female,None,40.12,94,94,1,6,Community College,0.464
S0727,Uttar Pradesh,GEN,Male,None,60.15,159,159,3,5,Regional Engineering College,0.479
S0728,Tamil Nadu,SC,Male,None,69.49,163,163,2,7,State Tech University,0.427
S0729,Delhi,GEN,Female,None,93.81,222,222,1,8,NIT Example,0.625
S0730,Haryana,OBC,Male,None,81.28,203,203,2,8,State Tech University,0.609
S0731,Maharashtra,SC,Female,None,57.4,136,136,4,7,Regional Engineering College,0.375
S0732,Haryana,SC,Female,None,80.78,192,192,2,8,State Tech University,0.559
S0733,Uttar Pradesh,EWS,Female,None,85.72,268,268,2,5,IIT Example,0.805
S0734,Rajasthan,OBC,Male,None,59.23,198,198,2,6,State Tech University,0.586
S0735,Gujarat,GEN,Male,TFW,70.53,194,194,5,10,State Tech University,0.568
S0736,Maharashtra,GEN,Male,None,63.57,148,148,3,6,Local Government College,0.559
S0737,Maharashtra,OBC,Male,TFW,85.8,234,234,2,4,NIT Example,0.68
S0738,Rajasthan,GEN,Female,None,94.48,268,268,2,8,IIT Example,0.805
S0739,Haryana,OBC,Male,None,66.18,190,190,2,8,State Tech University,0.55
S0740,Karnataka,EWS,Male,TFW,65.3,187,187,0,3,State Tech University,0.536
S0741,Karnataka,GEN,Female,None,78.41,179,179,1,9,Regional Engineering College,0.57
S0742,Karnataka,GEN,Female,NRI,64.84,199,159,3,9,Regional Engineering College,0.479
S0743,Karnataka,SC,Male,None,62.15,209,209,1,8,NIT Example,0.566
S0744,Maharashtra,GEN,Male,None,87.09,195,195,1,4,State Tech University,0.573
S0745,Uttar Pradesh,ST,Male,None,77.22,224,224,2,9,NIT Example,0.635
S0746,Rajasthan,GEN,Male,None,77.36,181,181,2,3,State Tech University,0.509
S0747,Karnataka,SC,Female,None,80.3,190,190,2,4,State Tech University,0.55
S0748,Gujarat,ST,Male,None,76.34,202,202,3,7,NIT Example,0.535
S0749,Karnataka,GEN,Female,None,82.83,186,186,2,3,State Tech University,0.532
S0750,Haryana,GEN,Male,None,64.14,196,196,2,7,State Tech University,0.577
S0751,Tamil Nadu,GEN,Female,Defence,65.88,178,188,3,8,State Tech University,0.541
S0752,Maharashtra,OBC,Female,None,59.43,135,135,0,3,Local Government College,0.5
S0753,Rajasthan,OBC,Female,None,89.04,234,234,3,8,NIT Example,0.68
S0754,Uttar Pradesh,GEN,Female,None,49.17,149,149,2,5,Local Government College,0.564
S0755,Tamil Nadu,GEN,Female,None,71.61,170,170,0,5,Regional Engineering College,0.529
S0756,Maharashtra,SC,Female,Defence,92.02,177,187,4,10,State Tech University,0.536
S0757,Karnataka,GEN,Male,None,65.19,128,128,3,10,Local Government College,0.468
S0758,Gujarat,GEN,Female,None,64.0,174,174,5,7,Regional Engineering College,0.547
S0759,Karnataka,ST,Male,None,83.94,254,254,1,7,IIT Example,0.741
S0760,Tamil Nadu,OBC,Male,None,69.49,137,137,2,9,Local Government College,0.509
S0761,Tamil Nadu,GEN,Male,None,74.35,168,168,2,9,Regional Engineering College,0.52
S0762,Delhi,SC,Male,None,89.17,288,288,2,10,IIT Example,0.895
S0763,Haryana,GEN,Female,None,74.97,180,180,2,4,State Tech University,0.505
S0764,Tamil Nadu,OBC,Male,None,85.04,227,227,3,5,NIT Example,0.648
S0765,Uttar Pradesh,GEN,Female,None,68.77,232,232,1,4,NIT Example,0.671
S0766,Maharashtra,SC,Female,None,50.69,152,152,1,9,Regional Engineering College,0.447
S0767,Uttar Pradesh,ST,Female,None,70.51,179,179,3,10,State Tech University,0.5
S0768,Tamil Nadu,GEN,Male,None,92.11,225,225,3,7,NIT Example,0.639
S0769,Tamil Nadu,OBC,Female,None,77.62,177,177,2,3,State Tech University,0.491
S0770,Uttar Pradesh,SC,Female,None,75.94,144,144,1,5,Regional Engineering College,0.411
S0771,Tamil Nadu,GEN,Male,TFW,61.16,116,116,0,5,Community College,0.564
S0772,Haryana,ST,Male,None,72.44,212,212,2,6,NIT Example,0.58
S0773,Karnataka,GEN,Male,None,68.69,183,183,4,8,State Tech University,0.518
S0774,Rajasthan,OBC,Male,None,99.0,243,243,2,8,NIT Example,0.721
S0775,Karnataka,OBC,Female,None,71.64,162,162,1,7,Regional Engineering College,0.493
S0776,Tamil Nadu,GEN,Male,None,99.0,287,287,4,4,IIT Example,0.891
S0777,Delhi,GEN,Female,None,76.49,179,179,2,8,Regional Engineering College,0.57
S0778,Gujarat,OBC,Female,None,74.11,190,190,2,5,State Tech University,0.55
S0779,Haryana,GEN,Male,None,89.43,240,240,0,6,NIT Example,0.707
S0780,Tamil Nadu,GEN,Male,None,99.0,247,247,4,4,NIT Example,0.739
S0781,Uttar Pradesh,GEN,Male,None,81.71,192,192,0,10,State Tech University,0.559
S0782,Haryana,GEN,Male,None,80.23,145,145,5,3,Local Government College,0.545
S0783,Uttar Pradesh,GEN,Female,None,66.9,163,163,2,3,Regional Engineering College,0.497
S0784,Tamil Nadu,GEN,Male,None,76.58,184,184,2,9,State Tech University,0.523
S0785,Maharashtra,ST,Female,None,67.71,174,174,4,4,State Tech University,0.477
S0786,Uttar Pradesh,GEN,Other,NRI,90.23,239,199,3,5,State Tech University,0.591
S0787,Uttar Pradesh,SC,Female,None,75.62,211,211,1,5,NIT Example,0.575
S0788,Delhi,GEN,Female,TFW,88.24,277,277,1,4,IIT Example,0.845
S0789,Uttar Pradesh,GEN,Male,None,91.8,252,252,1,9,NIT Example,0.762
S0790,Tamil Nadu,OBC,Male,TFW,67.89,182,182,1,3,State Tech University,0.514
S0791,Karnataka,GEN,Female,TFW,68.79,165,165,1,3,Regional Engineering College,0.506
S0792,Rajasthan,OBC,Male,None,78.43,141,141,3,9,Regional Engineering College,0.397
S0793,Uttar Pradesh,ST,Female,None,66.27,172,172,0,8,State Tech University,0.468
S0794,Karnataka,GEN,Male,None,95.35,295,295,3,4,IIT Example,0.927
S0795,Delhi,OBC,Female,None,77.1,167,167,1,3,Regional Engineering College,0.515
S0796,Maharashtra,OBC,Male,None,69.55,175,175,1,6,State Tech University,0.482
S0797,Gujarat,GEN,Male,None,75.63,170,170,1,7,Regional Engineering College,0.529
S0798,Delhi,SC,Male,None,86.73,172,172,0,7,State Tech University,0.468
S0799,Rajasthan,SC,Male,None,61.64,204,204,2,10,NIT Example,0.544
S0800,Tamil Nadu,GEN,Female,None,62.87,150,150,0,7,Regional Engineering College,0.438
S0801,Gujarat,SC,Male,None,76.32,211,211,2,4,NIT Example,0.575
S0802,Uttar Pradesh,GEN,Female,None,71.08,179,179,2,6,Regional Engineering College,0.57
S0803,Rajasthan,SC,Female,None,58.15,217,217,1,3,NIT Example,0.603
S0804,Tamil Nadu,GEN,Female,None,64.23,134,134,5,5,Local Government College,0.495
S0805,Haryana,ST,Male,None,56.67,104,104,3,6,Local Government College,0.359
S0806,Gujarat,GEN,Male,None,68.35,217,217,4,9,State Tech University,0.673
S0807,Delhi,OBC,Female,TFW,65.45,180,180,2,5,State Tech University,0.505
S0808,Haryana,GEN,Male,None,76.89,200,200,0,7,State Tech University,0.595
S0809,Uttar Pradesh,GEN,Female,None,63.41,205,205,0,6,State Tech University,0.618
S0810,Tamil Nadu,OBC,Male,None,91.42,208,208,2,5,State Tech University,0.632
S0811,Karnataka,EWS,Female,None,92.97,288,288,1,9,IIT Example,0.895
S0812,Rajasthan,OBC,Female,None,99.0,297,297,2,4,IIT Example,0.936
S0813,Karnataka,OBC,Female,None,89.46,216,216,2,8,NIT Example,0.598
S0814,Gujarat,EWS,Male,None,91.52,245,245,3,6,NIT Example,0.73
S0815,Haryana,ST,Female,None,68.62,139,139,2,9,Regional Engineering College,0.388
S0816,Karnataka,OBC,Female,None,74.98,189,189,2,4,State Tech University,0.545
S0817,Delhi,ST,Female,None,82.69,218,218,1,10,NIT Example,0.607
S0818,Rajasthan,OBC,Female,None,77.79,183,183,2,10,State Tech University,0.518
S0819,Haryana,ST,Female,None,74.54,195,195,0,7,NIT Example,0.503
S0820,Karnataka,GEN,Female,None,77.75,229,229,5,6,NIT Example,0.657
S0821,Gujarat,GEN,Male,None,59.76,162,162,1,7,Regional Engineering College,0.493
S0822,Uttar Pradesh,GEN,Male,None,65.22,142,142,3,8,Local Government College,0.532
S0823,Karnataka,OBC,Male,None,75.86,164,164,1,6,Regional Engineering College,0.502
S0824,Delhi,GEN,Female,TFW,89.88,223,223,0,6,NIT Example,0.63
S0825,Haryana,SC,Male,None,91.04,266,266,2,7,IIT Example,0.795
S0826,Uttar Pradesh,GEN,Female,None,99.0,220,220,5,8,NIT Example,0.616
S0827,Tamil Nadu,SC,Male,None,79.03,199,199,1,10,State Tech University,0.591
S0828,Maharashtra,SC,Female,None,99.0,257,257,3,10,IIT Example,0.755
S0829,Gujarat,OBC,Female,Defence,58.81,142,152,5,7,Regional Engineering College,0.447
S0830,Haryana,GEN,Female,None,63.17,157,157,3,9,Regional Engineering College,0.47
S0831,Uttar Pradesh,SC,Male,None,51.26,134,134,3,9,Regional Engineering College,0.365
S0832,Haryana,ST,Male,None,56.49,131,131,3,5,Regional Engineering College,0.352
S0833,Haryana,EWS,Female,None,80.06,214,214,3,3,NIT Example,0.589
S0834,Maharashtra,OBC,Male,None,69.04,174,174,1,8,State Tech University,0.477
S0835,Delhi,GEN,Male,None,65.27,141,141,5,8,Local Government College,0.527
S0836,Gujarat,GEN,Male,None,80.34,188,188,3,8,State Tech University,0.541
S0837,Gujarat,SC,Male,None,76.93,255,255,0,5,IIT Example,0.745
S0838,Uttar Pradesh,SC,Female,None,86.88,210,210,1,9,NIT Example,0.571
S0839,Rajasthan,GEN,Female,None,73.45,199,199,4,10,State Tech University,0.591
S0840,Maharashtra,GEN,Female,Defence,87.35,248,258,3,8,NIT Example,0.789
S0841,Haryana,GEN,Female,None,75.88,193,193,3,9,State Tech University,0.564
S0842,Karnataka,OBC,Male,None,77.14,231,231,2,10,NIT Example,0.666
S0843,Karnataka,GEN,Male,None,64.68,225,225,3,7,NIT Example,0.639
S0844,Gujarat,GEN,Male,NRI,80.68,233,193,4,6,State Tech University,0.564
S0845,Tamil Nadu,EWS,Male,None,86.2,218,218,0,10,NIT Example,0.607
S0846,Haryana,ST,Male,None,75.87,201,201,2,5,NIT Example,0.53
S0847,Tamil Nadu,OBC,Female,None,73.32,198,198,2,9,State Tech University,0.586
S0848,Karnataka,GEN,Male,None,75.29,189,189,2,7,State Tech University,0.545
S0849,Delhi,OBC,Male,NRI,78.37,150,110,3,8,Local Government College,0.386
S0850,Haryana,GEN,Male,None,72.82,186,186,3,6,State Tech University,0.532
S0851,Delhi,EWS,Female,None,67.54,190,190,3,5,State Tech University,0.55
S0852,Rajasthan,GEN,Male,NRI,85.3,201,161,2,3,Regional Engineering College,0.488
S0853,Maharashtra,SC,Female,Defence,74.97,195,205,2,4,NIT Example,0.548
S0854,Delhi,OBC,Male,TFW,70.55,149,149,1,9,Regional Engineering College,0.434
S0855,Delhi,GEN,Female,None,66.42,185,185,0,5,State Tech University,0.527
S0856,Tamil Nadu,OBC,Male,None,76.79,192,192,2,8,State Tech University,0.559
S0857,Gujarat,SC,Male,NRI,48.88,131,91,3,7,Community College,0.45
S0858,Haryana,GEN,Female,None,90.03,222,222,2,10,NIT Example,0.625
S0859,Rajasthan,OBC,Female,None,88.66,231,231,1,8,NIT Example,0.666
S0860,Haryana,OBC,Female,None,72.45,225,225,4,8,NIT Example,0.639
S0861,Rajasthan,GEN,Male,None,77.71,202,202,1,5,State Tech University,0.605
S0862,Gujarat,GEN,Female,None,63.3,197,197,0,10,State Tech University,0.582
S0863,Haryana,GEN,Female,None,57.95,137,137,3,6,Local Government College,0.509
S0864,Maharashtra,OBC,Male,NRI,62.23,142,102,1,9,Community College,0.5
S0865,Rajasthan,GEN,Female,None,77.82,169,169,1,9,Regional Engineering College,0.525
S0866,Uttar Pradesh,GEN,Male,None,86.04,216,216,3,7,State Tech University,0.668
S0867,Delhi,OBC,Female,None,62.32,135,135,1,6,Local Government College,0.5
S0868,Karnataka,GEN,Male,None,70.38,190,190,1,10,State Tech University,0.55
S0869,Delhi,OBC,Female,None,80.82,198,198,1,5,State Tech University,0.586
S0870,Maharashtra,EWS,Male,Defence,72.56,194,204,1,7,State Tech University,0.614
S0871,Delhi,GEN,Male,None,93.84,245,245,4,4,NIT Example,0.73
S0872,Tamil Nadu,GEN,Male,None,63.08,138,138,2,10,Local Government College,0.514
S0873,Gujarat,OBC,Female,None,80.86,188,188,1,5,State Tech University,0.541
S0874,Maharashtra,GEN,Male,None,92.35,240,240,2,5,NIT Example,0.707
S0875,Uttar Pradesh,ST,Male,None,64.72,170,170,2,3,State Tech University,0.459
S0876,Karnataka,EWS,Female,None,73.39,201,201,0,10,State Tech University,0.6
S0877,Uttar Pradesh,SC,Male,None,70.23,152,152,1,4,Regional Engineering College,0.447
S0878,Uttar Pradesh,OBC,Female,None,70.2,189,189,3,8,State Tech University,0.545
S0879,Tamil Nadu,OBC,Male,TFW,60.89,170,170,2,4,State Tech University,0.459
S0880,Delhi,OBC,Male,None,78.35,225,225,1,3,NIT Example,0.639
S0881,Uttar Pradesh,EWS,Male,None,60.01,128,128,2,3,Local Government College,0.468
S0882,Tamil Nadu,SC,Female,None,89.85,243,243,1,6,IIT Example,0.691
S0883,Maharashtra,EWS,Female,None,67.63,158,158,2,5,Regional Engineering College,0.475
S0884,Gujarat,SC,Male,None,63.18,199,199,2,8,State Tech University,0.591
S0885,Maharashtra,GEN,Female,None,68.7,190,190,0,4,State Tech University,0.55
S0886,Tamil Nadu,OBC,Male,None,71.06,204,204,1,8,State Tech University,0.614
S0887,Haryana,SC,Male,None,61.68,189,189,0,5,State Tech University,0.545
S0888,Delhi,ST,Female,None,58.25,166,166,1,7,State Tech University,0.441
S0889,Haryana,GEN,Male,None,69.58,161,161,0,10,Regional Engineering College,0.488
S0890,Delhi,SC,Female,NRI,62.26,160,120,2,5,Local Government College,0.432
S0891,Karnataka,OBC,Male,None,78.83,246,246,3,8,NIT Example,0.735
S0892,Haryana,GEN,Female,None,61.83,123,123,4,5,Local Government College,0.445
S0893,Maharashtra,OBC,Male,None,72.12,145,145,3,8,Regional Engineering College,0.415
S0894,Karnataka,OBC,Female,None,78.57,201,201,2,10,State Tech University,0.6
S0895,Tamil Nadu,OBC,Male,None,76.72,220,220,3,4,NIT Example,0.616
S0896,Karnataka,OBC,Male,None,70.28,207,207,6,5,State Tech University,0.627
S0897,Tamil Nadu,ST,Male,None,73.51,176,176,3,4,State Tech University,0.486
S0898,Maharashtra,OBC,Female,None,61.37,171,171,2,7,State Tech University,0.464
S0899,Maharashtra,GEN,Female,None,87.11,205,205,1,6,State Tech University,0.618
S0900,Haryana,ST,Female,None,73.95,205,205,4,3,NIT Example,0.548
S0901,Gujarat,OBC,Female,None,62.57,159,159,1,8,Regional Engineering College,0.479
S0902,Maharashtra,SC,Male,None,84.03,188,188,2,4,State Tech University,0.541
S0903,Delhi,GEN,Male,None,83.06,254,254,4,4,NIT Example,0.771
S0904,Uttar Pradesh,OBC,Male,None,68.14,182,182,1,6,State Tech University,0.514
S0905,Tamil Nadu,OBC,Female,None,87.1,212,212,2,8,NIT Example,0.58
S0906,Haryana,OBC,Male,None,70.05,204,204,1,5,State Tech University,0.614
S0907,Rajasthan,OBC,Female,None,81.45,222,222,1,10,NIT Example,0.625
S0908,Gujarat,ST,Female,Defence,81.18,190,200,2,8,NIT Example,0.525
S0909,Rajasthan,SC,Male,None,82.56,167,167,6,6,State Tech University,0.445
S0910,Uttar Pradesh,GEN,Female,None,67.7,185,185,2,8,State Tech University,0.527
S0911,Haryana,GEN,Male,None,61.2,167,167,5,7,Regional Engineering College,0.515
S0912,Maharashtra,OBC,Other,None,59.71,164,164,3,7,Regional Engineering College,0.502
S0913,Uttar Pradesh,GEN,Male,None,50.3,139,139,1,7,Local Government College,0.518
S0914,Tamil Nadu,GEN,Male,None,68.74,191,191,0,7,State Tech University,0.555
S0915,Gujarat,ST,Male,None,98.08,235,235,1,7,IIT Example,0.655
S0916,Karnataka,OBC,Female,None,51.29,152,152,4,4,Regional Engineering College,0.447
S0917,Gujarat,SC,Male,None,74.64,180,180,2,4,State Tech University,0.505
S0918,Delhi,GEN,Female,None,94.72,255,255,1,3,NIT Example,0.775
S0919,Gujarat,GEN,Female,None,75.22,207,207,2,4,State Tech University,0.627
S0920,Uttar Pradesh,SC,Female,TFW,65.87,168,168,0,9,State Tech University,0.45
S0921,Maharashtra,GEN,Male,None,69.14,195,195,1,5,State Tech University,0.573
S0922,Gujarat,OBC,Male,None,63.18,169,169,0,9,Regional Engineering College,0.525
S0923,Haryana,SC,Female,None,89.13,226,226,1,9,NIT Example,0.644
S0924,Delhi,SC,Male,None,74.27,179,179,2,10,State Tech University,0.5
S0925,Maharashtra,OBC,Male,None,66.86,165,165,1,9,Regional Engineering College,0.506
S0926,Tamil Nadu,SC,Female,None,94.18,264,264,2,9,IIT Example,0.786
S0927,Uttar Pradesh,OBC,Other,None,94.45,242,242,1,6,NIT Example,0.716
S0928,Karnataka,GEN,Male,None,85.48,221,221,2,4,NIT Example,0.621
S0929,Karnataka,OBC,Male,None,86.19,213,213,2,8,NIT Example,0.585
S0930,Gujarat,OBC,Male,None,91.44,196,196,0,8,State Tech University,0.577
S0931,Haryana,OBC,Male,TFW,80.52,214,214,1,6,NIT Example,0.589
S0932,Uttar Pradesh,OBC,Male,None,92.55,251,251,4,4,IIT Example,0.727
S0933,Karnataka,SC,Male,None,70.25,163,163,3,5,State Tech University,0.427
S0934,Delhi,GEN,Female,None,64.03,152,152,2,10,Regional Engineering College,0.447
S0935,Haryana,GEN,Male,None,69.65,183,183,2,6,State Tech University,0.518
S0936,Delhi,OBC,Female,Defence,71.52,176,186,3,3,State Tech University,0.532
S0937,Rajasthan,OBC,Female,None,74.29,180,180,2,5,State Tech University,0.505
S0938,Maharashtra,GEN,Female,None,85.32,223,223,2,3,NIT Example,0.63
S0939,Haryana,OBC,Male,None,77.0,210,210,2,7,NIT Example,0.571
S0940,Gujarat,SC,Male,NRI,89.82,207,167,3,9,State Tech University,0.445
S0941,Uttar Pradesh,EWS,Female,None,73.41,192,192,1,8,State Tech University,0.559
S0942,Haryana,SC,Female,None,91.21,259,259,3,10,IIT Example,0.764
S0943,Maharashtra,GEN,Female,None,72.6,194,194,2,10,State Tech University,0.568
S0944,Rajasthan,SC,Male,None,67.94,212,212,3,8,NIT Example,0.58
S0945,Delhi,GEN,Female,None,73.26,182,182,1,3,State Tech University,0.514
S0946,Delhi,ST,Female,None,61.1,116,116,0,3,Local Government College,0.414
S0947,Delhi,GEN,Male,None,86.49,230,230,1,5,NIT Example,0.662
S0948,Karnataka,SC,Female,None,64.43,212,212,3,6,NIT Example,0.58
S0949,Rajasthan,GEN,Male,Defence,87.84,260,270,0,8,IIT Example,0.814
S0950,Haryana,OBC,Male,None,76.85,198,198,4,6,State Tech University,0.586
S0951,Tamil Nadu,GEN,Female,None,79.58,214,214,2,5,State Tech University,0.659
S0952,Rajasthan,EWS,Female,None,65.81,170,170,3,5,Regional Engineering College,0.529
S0953,Gujarat,GEN,Female,None,77.68,233,233,0,5,NIT Example,0.675
S0954,Gujarat,SC,Male,None,75.15,207,207,2,8,NIT Example,0.557
S0955,Rajasthan,EWS,Male,None,63.58,150,150,0,7,Regional Engineering College,0.438
S0956,Tamil Nadu,SC,Male,None,86.84,207,207,1,7,NIT Example,0.557
S0957,Uttar Pradesh,OBC,Male,None,69.19,155,155,4,4,Regional Engineering College,0.461
S0958,Haryana,GEN,Female,None,73.81,216,216,2,8,State Tech University,0.668
S0959,Tamil Nadu,SC,Female,None,78.34,190,190,1,6,State Tech University,0.55
S0960,Uttar Pradesh,GEN,Female,None,69.25,189,189,2,7,State Tech University,0.545
S0961,Rajasthan,GEN,Female,None,73.08,213,213,2,6,State Tech University,0.655
S0962,Karnataka,GEN,Female,None,88.17,190,190,4,10,State Tech University,0.55
S0963,Gujarat,SC,Female,None,55.24,158,158,1,3,Regional Engineering College,0.475
S0964,Rajasthan,SC,Male,TFW,65.47,173,173,1,3,State Tech University,0.473
S0965,Karnataka,OBC,Female,None,54.54,143,143,1,6,Regional Engineering College,0.406
S0966,Rajasthan,EWS,Male,None,73.08,200,200,2,3,State Tech University,0.595
S0967,Uttar Pradesh,GEN,Male,None,75.55,210,210,0,7,State Tech University,0.641
S0968,Haryana,GEN,Male,TFW,70.93,143,143,4,5,Local Government College,0.536
S0969,Haryana,SC,Male,None,46.3,141,141,3,4,Regional Engineering College,0.397
S0970,Tamil Nadu,SC,Female,None,58.52,165,165,4,5,State Tech University,0.436
S0971,Rajasthan,GEN,Male,None,90.44,219,219,1,6,State Tech University,0.682
S0972,Haryana,GEN,Male,None,64.79,120,120,4,5,Local Government College,0.432
S0973,Karnataka,GEN,Female,None,67.92,194,194,1,4,State Tech University,0.568
S0974,Rajasthan,SC,Female,None,76.97,255,255,4,5,IIT Example,0.745
S0975,Rajasthan,OBC,Male,None,87.68,232,232,3,8,NIT Example,0.671
S0976,Tamil Nadu,GEN,Male,None,47.86,101,101,4,3,Community College,0.495
S0977,Rajasthan,GEN,Female,Defence,84.11,211,221,3,7,NIT Example,0.621
S0978,Tamil Nadu,GEN,Male,None,61.55,183,183,1,7,State Tech University,0.518
S0979,Maharashtra,OBC,Female,None,73.41,177,177,1,3,State Tech University,0.491
S0980,Haryana,GEN,Female,None,50.74,129,129,1,9,Local Government College,0.473
S0981,Haryana,GEN,Female,None,74.18,201,201,3,7,State Tech University,0.6
S0982,Uttar Pradesh,GEN,Male,None,88.91,255,255,1,3,NIT Example,0.775
S0983,Tamil Nadu,SC,Female,None,69.51,185,185,2,7,State Tech University,0.527
